DATE,LAT,LONG,HUMANNAME,COUNT,GOLDSTEIN,SAMPLEURL
20141110,33.5,36.3,"Damascus, Dimashq, Syria",64,-9.490625,"http://www.ekurd.net/mismas/articles/misc2014/11/syriakurd1665.htm"
20130717,33.5,36.3,"Damascus, Dimashq, Syria",64,-9.628125,"http://www.khaleejtimes.com/kt-article-display-1.asp?xfile=data/middleeast/2013/July/middleeast_July171.xml&section=middleeast"
20131002,33.5,36.3,"Damascus, Dimashq, Syria",64,-8.834375,"http://www.globalpost.com/dispatch/news/thomson-reuters/131002/turkish-government-seeks-renewed-mandate-send-troops-syria"
20151125,33.5,36.3,"Damascus, Dimashq, Syria",64,-9.006249999999998,"http://www.dailysabah.com/syrian-crisis/2015/11/25/us-sanctions-syrian-firms-for-facilitating-daesh-oil-sales"
20140318,33.9674,36.6574,"Yabroud, Rif Dimashq, Syria",63,-8.088888888888889,"http://thepeninsulaqatar.com/news/middle-east/276714/israel-strikes-kill-syrian-soldier"
20140406,33.5,36.3,"Damascus, Dimashq, Syria",63,-9.444444444444445,"http://www.aawsat.net/2014/04/article55330882"
20150707,36.2028,37.1586,"Aleppo, ?alab, Syria",63,-9.395238095238096,"http://www.todayszaman.com/anasayfa_aa-reporter-injured-in-syrian-missile-attack_393036.html"
20141015,33.5,36.3,"Damascus, Dimashq, Syria",63,-9.446031746031744,"http://lethbridgeherald.com/news/world-news/2014/10/15/bolstered-by-usled-airstrikes-kurds-fight-pitched-battles-against-militants-in-syrian-town/"
20150401,33.5,36.3,"Damascus, Dimashq, Syria",63,-8.622222222222224,"http://www.cbs8.com/story/28692172/is-enters-palestinian-camp-in-damascus-jordan-closes-border"
20140429,33.5,36.3,"Damascus, Dimashq, Syria",63,-9.658730158730158,"http://angryarab.net/2014/04/30/300-dead-and-injured-from-syrian-rebel-bombs-that-wont-be-covered-for-sure/"
20140916,33.5,36.3,"Damascus, Dimashq, Syria",63,-9.5,"http://www.informationclearinghouse.info/article39693.htm"
20140911,33.5,36.3,"Damascus, Dimashq, Syria",63,-9.57777777777778,"http://www.business-standard.com/article/reuters/brent-oil-extends-slump-to-2-year-low-u-s-crude-bounces-114091101374_1.html"
20150816,33.5,36.3,"Damascus, Dimashq, Syria",63,-9.266666666666666,"http://www.wuft.org/nation-world/2015/08/16/u-s-says-it-will-remove-patriot-missile-defense-from-turkey-in-october/"
20131106,33.5,36.3,"Damascus, Dimashq, Syria",63,-9.815873015873015,"http://www.cbs8.com/story/23895893/uss-stockdale-uss-william-p-lawrence-to-return-san-diego"
20130613,33.5,36.3,"Damascus, Dimashq, Syria",63,-9.169841269841271,"http://www.haaretz.com/more-than-60-shiites-killed-in-raid-on-syrian-village-1.529528"
