DATE,LAT,LONG,HUMANNAME,COUNT,GOLDSTEIN,SAMPLEURL
20140413,33.5,36.3,"Damascus, Dimashq, Syria",4,-9.3,"http://www.albawaba.com/conflict-syria/syria-chemical-weapons-568330"
20150119,33.1259,35.8246,"Quneitra, Al Qunaytirah, Syria",4,-10.0,"http://article.wn.com/view/2015/01/19/Israeli_strikes_kill_top_Hezbollah_fighters_in_Syria/"
20150814,36.2028,37.1586,"Aleppo, ?alab, Syria",4,-9.5,"http://aranews.net/2015/08/syria-rebels-seize-gas-station-after-clashes-with-isis/"
20130807,33.5,36.3,"Damascus, Dimashq, Syria",4,-10.0,"http://www.upi.com/Top_News/World-News/2013/08/07/Syrian-army-kills-62-rebels/UPI-41271375871830/?spt=hts&or=3"
20140829,33.5,36.3,"Damascus, Dimashq, Syria",4,-10.0,"http://article.wn.com/view/2014/08/29/Desperate_Syrians_seek_refuge_in_Lebanon/"
20130906,33.5,36.3,"Damascus, Dimashq, Syria",4,-10.0,"http://www.cbsnews.com/8301-18563_162-57601800/inside-view-of-militias-fighting-for-the-syrian-regime/"
20131012,35.5148,35.7768,"Latakia, Al Ladhiqiyah, Syria",4,-9.5,"http://www.albawaba.com/news/opcw-nobel-prize-526418"
20130725,33.5265,36.3354,"Jobar, Dimashq, Syria",4,-10.0,"http://www.thisdaylive.com/articles/un-chemical-weapons-experts-in-syria/154319/"
20131011,35.5148,35.7768,"Latakia, Al Ladhiqiyah, Syria",4,-9.5,"http://www.thefrontierpost.com/article/47453/&c=W925_sLrvkVTHnFc41IgVhq3J_vO0PpucSoqCWJ7tSg&mkt=en-us"
20150217,36.2028,37.1586,"Aleppo, ?alab, Syria",4,-10.0,"http://aranews.net/2015/02/syrian-army-accused-slaughtering-30-civilians-near-aleppo/"
20140531,36.2028,37.1586,"Aleppo, ?alab, Syria",4,-10.0,"Al-Manar Television website, Beirut/BBC Monitoring/(c) BBC"
20130825,33.5,36.3,"Damascus, Dimashq, Syria",4,-10.0,"http://www.independent.co.uk/voices/comment/is-the-west-prepared-to-cross-the-rubicon-over-syria-probably-8784438.html"
20130812,35.5148,35.7768,"Latakia, Al Ladhiqiyah, Syria",4,-7.25,"http://www.kavkazcenter.com/eng/content/2013/08/11/18156.shtml"
20140422,33.5,36.3,"Damascus, Dimashq, Syria",4,-10.0,"http://www.caspionet.kz/en/view/world_news/page_50490_usa-investigates-chemical-attack-of-syrian-village"
20130909,33.8442,36.5469,"Maaloula, Rif Dimashq, Syria",4,-9.875,"http://www.middleeaststar.com/index.php/sid/216951513/scat/940f2bfd509e743b"
20130908,33.8442,36.5469,"Maaloula, Rif Dimashq, Syria",4,-10.0,"http://www.utsandiego.com/news/2013/sep/08/syrian-rebels-seize-control-of-christian-village/"
20150306,36.2013,37.1759,"Qadi Askar, ?alab, Syria",4,-10.0,"http://www.zawya.com/story/Nusra_Front_s_top_military_brass_killed_in_Idlib-DS06032015_dsart*289826/"
20150830,33.5,36.3,"Damascus, Dimashq, Syria",4,-8.75,"http://www.jpnews-sy.com/ar/news.php?id=92013"
